Date,Open,High,Low,Close,Volume,tweet_count,price_action,Ticker,Percent_Change
2015-01-02,25.286885078658948,25.29823637976596,24.36975571849746,24.81924057006836,212818400,864,-0.46764450859058826,AAPL,-1.849355929510117
2015-01-05,24.583149774486255,24.664874299819694,23.929355303784284,24.120044708251953,257142000,1145,-0.46310506623430214,AAPL,-1.8838312847727023
2015-01-06,24.18588332280002,24.387924070035112,23.752289129812123,24.1223201751709,263188400,1184,-0.06356314762912163,AAPL,-0.2628109413279137
2015-01-07,24.33570626142636,24.562718453163416,24.22220016555783,24.46056365966797,160423600,1079,0.12485739824160902,AAPL,0.5130625628873403
2015-01-08,24.796546623733807,25.459421919094435,24.676228687085498,25.40039825439453,237458000,1465,0.6038516306607242,AAPL,2.435224710213287
2015-01-09,25.57746233355987,25.709129815838093,25.01901256923713,25.427635192871094,214798000,1096,-0.14982714068877456,AAPL,-0.5857779741197712
2015-01-12,25.56157312736483,25.568383216184724,24.698927814854326,24.801082611083984,198603200,919,-0.7604905162808464,AAPL,-2.975131900104797
2015-01-13,25.29596671985401,25.606974022992624,24.7238968011376,25.021282196044922,268367600,1358,-0.27468452380908914,AAPL,-1.085882689723409
2015-01-14,24.753413596074935,25.082580634515175,24.630826784885684,24.92594337463379,195826400,936,0.17252977855885376,AAPL,0.6969938828405114
2015-01-15,24.97133406056134,24.984954234001908,24.21311438497481,24.249435424804688,240056000,1127,-0.7218986357566521,AAPL,-2.89090936834163
2015-01-16,24.297108914718958,24.421966283722053,23.881676285452485,24.061016082763672,314053200,1141,-0.2360928319552862,AAPL,-0.9716910467988371
2015-01-20,24.480995211644945,24.737520110241853,24.17679969008041,24.680767059326172,199599600,929,0.1997718476812267,AAPL,0.8160282944142755
2015-01-21,24.732975803281985,25.2119716316667,24.57860745481726,24.869184494018555,194303600,1054,0.13620869073657005,AAPL,0.550716953026314
2015-01-22,25.030362682644903,25.53205937719346,24.907775901375757,25.51616859436035,215185600,1099,0.48580591171544896,AAPL,1.940866450378237
2015-01-23,25.49347023041375,25.822637220882715,25.31866987009473,25.647838592529297,185859200,1206,0.15436836211554805,AAPL,0.6055211813862295
2015-01-26,25.82036509628035,25.961113272630932,25.60697482293234,25.675077438354492,222460000,1361,-0.1452876579258593,AAPL,-0.5626863035596241
2015-01-27,25.520713313351745,25.53433522426533,24.751142027417014,24.776113510131836,382274800,4262,-0.7445998032199093,AAPL,-2.9176292765702394
2015-01-28,26.703445133950783,26.814682361763104,26.17677688598633,26.176776885986328,585908400,4259,-0.5266682479644551,AAPL,-1.9722857680818444
2015-01-29,26.406055098108947,27.057580638487206,26.233525366879288,26.99174690246582,337745600,1943,0.5856918043568733,AAPL,2.2180208371935772
2015-01-30,26.878244903253997,27.241464077899526,26.526375299461534,26.596750259399414,334982000,1574,-0.28149464385458245,AAPL,-1.0472954795515814
2015-02-02,26.798786608195496,27.05303912299271,26.351572368748496,26.930452346801758,250956400,1073,0.1316657386062623,AAPL,0.4913123139911
2015-02-03,26.900943477665102,27.034879833256877,26.698902774913297,26.934995651245117,207662800,1131,0.03405217358001522,AAPL,0.12658356614253152
2015-02-04,26.900946291256542,27.357241308235842,26.85781341807952,27.141578674316406,280598800,1556,0.24063238305986445,AAPL,0.8945127076740635
2015-02-05,27.353535590893614,27.40139783287631,27.178047079228154,27.335304260253906,168984800,1117,-0.01823133063970772,AAPL,-0.06665072812663089
2015-02-06,27.353531085516686,27.40595071682501,26.99571541598003,27.105112075805664,174826400,967,-0.2484190097110215,AAPL,-0.9081789438240239
2015-02-09,27.01850798493137,27.312507925923956,26.991158384903738,27.285160064697266,155559200,928,0.266652079765894,AAPL,0.9869237780065793
2015-02-10,27.387717491882228,27.83897632020007,27.38543966269138,27.80934715270996,248034000,2053,0.42162966082773323,AAPL,1.5394844822417386
2015-02-11,27.98028009293631,28.470282915606663,27.918745663485165,28.461166381835938,294247200,2415,0.4808862888996259,AAPL,1.7186614547901786
